,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area,GEOID_Data,Aldi 46,Aldi 48,Aldi Inc 40,Aldi Inc 41,Aldi Inc 42,Aldi Inc 43,Aldi Inc 75,Bakers Supermarket 300,Bakers Supermarket 301,Bakers Supermarket 302,Bakers Supermarket 311,Bakers Supermarket 315,Bakers Supermarket 316,Bakers Supermarket 318,Bakers Supermarket 319,Bakers Supermarket 320,Bakers Supermarket 321,Benson Farmers Market Inc,Family Fare 774,Family Fare 776,Family Fare 779,Family Fare 780,Family Fare 784,Family Fare 785,Family Fare 788,Family Fare 795,Family Fare 797,Family Fare 799,Family Fare 800,Family Fare 811,Fareway Stores Inc 043,Fareway Stores Inc 049,Fareway Stores Inc 132,Fresh Thyme Farmers Market 903GHK,Fresh Thyme Farmers Market 904LAK,Fresh Thyme Farmers Market 905MIL,Huffman Produce,Hy-Vee 11 1478,Hy-Vee Food Store 1465,Hy-Vee Food Store 1466,Hy-Vee Food Store 1467,Hy-Vee Food Store 1469,Hy-Vee Food Store 1470,Hy-Vee Food Store 1471,Hy-Vee Food Store 1472,Hy-Vee Food Store 1474,Hy-Vee Food Store 1514,Hy-Vee Food Store 1535,Mary's Fruit & Vegetables,Nelson Produce,Omaha Farmers Market,Target 0532,Target Stores T- 0530,Target Stores T- 1537,Target Stores T- 1777,Target Stores T- 2010,Target Stores T- 2125,Target Stores T- 2326,Target Stores T- 2383,Trader Joe's 719,Vitamin Cottage Natural Food Market 1,Vitamin Cottage Natural Food Market 2,Walmart Neighborhood Market 3152,Walmart Neighborhood Market 3153,Walmart Neighborhood Market 3154,Walmart Neighborhood Market 3172,Walmart Neighborhood Market 3173,Walmart Neighborhood Market 4138,Walmart NEIGHBORHOOD MARKET 4139,Walmart SC 1637,Walmart SC 1671,Walmart SC 2847,Walmart SC 3267,Walmart SC 4358,Walmart SC 4600,Walmart SC 5141,Walmart SC 5361,Walmart SuperCenter 3151,Whole Foods Market,Wohlners Midtown Grocery And Deli LLC,Min Distance
177,329,31,55,5901,2,3.11E+11,Block Group 2,G5030,S,209665,0,41.2905528,-95.9824608,0.01955959,2.25E-05,15000US310550059012,10.47055087,3.420332072,9.287487607,5.42858103,8.151258473,1.572537126,3.646513741,10.35730367,2.2109673,7.316617346,3.878425827,7.130459693,2.79491298,10.107418,2.761016401,11.24664015,9.180406256,0.811845745,7.765050349,6.929558314,4.415595435,3.676457701,9.09539826,5.142436707,10.96956489,2.851947223,1.658713797,8.542418829,4.471956873,13.78508949,12.43991554,8.309548812,3.655940777,8.544561624,11.42047509,8.183866285,10.28904301,11.26242886,3.444412261,10.50292695,5.338633586,5.276913939,3.427119103,7.303118163,12.45963995,9.122019475,10.8766377,7.231501689,4.516832054,7.932086479,3.659474649,9.229439397,6.980471419,10.34701375,11.64871062,2.950535003,3.053508666,10.25682673,8.471513909,5.536114767,11.51596757,3.488015719,3.68883415,12.10420798,12.14056306,5.411552355,8.859233226,7.039783341,1.919270226,4.688338402,8.308173112,9.519839806,11.85925437,3.843206553,13.94514655,10.25653619,8.671841522,0.784101634,4.975074659,2.403436265,0.784101634
178,330,31,55,6000,1,3.11E+11,Block Group 1,G5030,S,275559,0,41.3016343,-95.9604821,0.023691277,2.96E-05,15000US310550060001,11.63267119,4.749435007,9.869163882,6.049005467,9.517268212,0.211638381,4.847253379,11.10349438,3.28795706,8.689217981,4.807650174,8.294091091,1.724074506,10.53337056,3.768141305,12.58216446,10.46450377,1.813771021,9.100262706,7.877409386,5.395212612,4.943374358,10.45544467,6.364595306,11.39837957,1.793415451,2.642097327,9.705898397,4.892994949,15.11668667,13.81297461,9.404652306,4.893659349,9.711761647,12.75530999,9.551680183,11.03347085,12.56556219,4.494587222,11.87442982,6.369639617,6.61904188,4.80011648,8.600893065,13.82597959,10.29811055,11.89688521,8.530653117,4.71004158,9.297833933,3.593335993,10.36985126,8.137466424,11.09198619,12.98277012,3.524378725,4.410910233,11.41902058,9.840022324,6.908215313,12.85452942,4.858927348,4.974574175,13.47727096,12.76285623,6.366347032,10.08225174,8.206954402,2.876125153,5.580301007,9.378151625,10.04987451,13.19357202,5.142084073,15.28386833,11.41361537,10.04156448,1.613506207,6.333545472,2.894651324,0.211638381
179,347,31,55,7406,4,3.11E+11,Block Group 4,G5030,S,628211,2479,41.2465003,-96.1239485,0.035706974,6.77E-05,15000US310550074064,4.38980298,5.209054672,11.14133972,8.883902261,0.749505002,9.505283543,4.78520199,10.88870342,6.32086324,1.446465731,5.759860795,3.168574798,10.24161632,12.52771369,7.141688638,3.331127284,2.024590156,7.562328091,3.544053737,7.683378613,7.03849991,4.500749039,1.228181466,3.510384084,13.15835653,10.26883251,7.556021706,6.447966028,9.239194255,5.869916608,4.92245968,7.043375424,4.630488609,3.2995363,3.506510985,0.876667172,10.85347967,3.56892615,6.807981195,3.42349386,4.668241888,3.879014921,4.624886935,1.397067584,4.609703105,3.42897121,9.179998641,4.239136004,9.917794357,2.460558883,10.0582425,7.025779886,3.254706062,10.88952508,3.736243971,7.241755794,5.238138895,4.243941779,2.405680434,2.627406547,3.587002337,4.67231431,4.421354959,4.601800587,12.96927277,7.250525075,5.867091103,3.141762816,7.529754736,5.630611701,7.273582139,11.57461973,3.944155662,5.190986263,7.5185733,4.298413564,2.383535567,7.792990413,2.980545002,8.508331715,0.749505002
180,348,31,55,7407,1,3.11E+11,Block Group 1,G5030,S,1367951,6654,41.2446245,-96.1136785,0.057146188,0.000147659,15000US310550074071,4.868918816,4.689895577,10.62411529,8.335308674,0.735590943,9.076912217,4.477532273,10.40897282,5.970127418,0.966297138,5.537547797,3.306814308,9.870898192,12.00551524,6.616036205,3.82922645,2.541960219,7.16050779,3.129343284,7.158711835,6.490454203,4.15731633,1.584929288,3.313090433,12.6446009,9.900767226,7.059406233,6.011202411,8.69520889,6.358577779,5.163377525,6.578157968,4.304383241,3.642487951,4.004460422,0.827367712,10.37221962,4.110239792,6.269623285,3.508657277,4.572910867,3.33043969,4.149771405,1.537489401,4.972990891,3.836261913,8.781843278,3.765858825,9.377483548,2.104877388,9.534751459,6.612463841,3.368310421,10.40940195,4.233778442,6.966266738,4.740756082,4.713863999,2.165693876,2.108531587,4.075004216,4.181059251,4.064559575,4.834207609,12.49595462,6.70430159,5.471558057,3.265081773,7.02517038,5.482857477,6.802888816,11.05544687,4.439314423,4.656008236,7.562697791,4.76491939,2.193947088,7.393000512,2.537431876,7.994465414,0.735590943
181,349,31,55,7407,3,3.11E+11,Block Group 3,G5030,S,728469,0,41.2373472,-96.1135345,0.036844119,7.82E-05,15000US310550074073,5.218904995,4.763725393,10.34786081,8.215494403,0.432204848,9.30223177,4.841534907,10.06465962,6.290342815,0.660632921,5.952183564,3.807841897,10.16148693,11.74107476,6.659630583,3.787688885,2.838933231,7.423656099,2.71309222,6.904424815,6.407735595,4.494533546,1.429718623,3.751898285,12.35962592,10.1939915,7.177182738,5.616271027,8.650222992,6.278685431,4.810179973,6.215248335,4.655078359,4.094333978,3.960461373,0.452976796,10.03011817,4.190646444,6.26423505,3.073539805,5.044849487,3.251132202,4.326241261,2.033663369,4.72897876,4.251939117,8.354152757,3.41590773,9.354028934,1.643353652,9.577712962,6.196190615,3.870549053,10.06565103,4.186383002,7.343394262,4.868643359,5.074770726,1.665724143,2.224288797,4.010725768,4.326577207,4.390571919,4.476948168,12.14250149,6.548330273,5.041030031,3.766912312,7.125181775,5.93355231,6.44704214,10.78371595,4.385051665,4.674712807,7.096506717,5.129612771,1.691507733,7.657533415,2.788239638,8.06841619,0.432204848
182,350,31,55,7408,1,3.11E+11,Block Group 1,G5030,S,471060,0,41.2276701,-96.1039061,0.02939456,5.06E-05,15000US310550074081,6.046597308,4.482369787,9.578340593,7.615265589,1.076177742,9.224279523,5.0884734,9.249458498,6.423052451,0.449427038,6.30004709,4.538150709,10.20347584,10.97977474,6.299891039,4.320706594,3.655277658,7.431078764,1.878771331,6.161184001,5.867847122,4.692621749,1.958633794,4.194890744,11.58138744,10.24109459,6.929960191,4.783923752,8.145661268,6.723777433,4.786475229,5.393644956,4.877484331,4.914680642,4.486652485,0.990740087,9.216092388,4.847903973,5.835190899,2.87077794,5.565166138,2.780077301,4.228589917,2.797835091,4.936298463,5.08496797,7.521280335,2.60894774,8.875701225,0.831310234,9.194816579,5.361746506,4.584990082,9.250741071,4.703755752,7.588431339,4.673773639,5.905174351,1.02385953,2.146036313,4.510536949,4.175660433,4.568484421,4.450981016,11.32210804,5.913488411,4.208360858,4.488741412,6.849508474,6.37867845,5.628621838,10.01738481,4.890040489,4.308267318,6.699978514,5.960749522,1.142950569,7.66542852,2.890399806,7.742782806,0.449427038
183,351,31,55,7408,2,3.11E+11,Block Group 2,G5030,S,364322,0,41.2239704,-96.1157335,0.029782671,3.91E-05,15000US310550074082,5.84104316,5.147546637,10.00101909,8.200080579,0.871035046,9.877146742,5.640295014,9.570931709,7.021905118,1.005306437,6.806350398,4.722068362,10.8329759,11.41252468,6.959330984,3.758533812,3.430344285,8.066497026,2.155531842,6.632591635,6.485176863,5.263191726,1.467457127,4.640282252,11.98552515,10.86932854,7.595155497,5.036586866,8.771167943,6.107731494,4.13508468,5.707285395,5.438961199,4.906458434,3.919021558,0.744786511,9.541516049,4.366792235,6.484448683,2.258821629,5.960540577,3.430839065,4.878820527,2.940030746,4.273914854,4.999527867,7.669921587,3.007524298,9.508628093,1.022072168,9.849023088,5.555052359,4.790481082,9.573181124,4.129481503,8.146354013,5.336146708,5.717763792,0.799326986,2.780742909,3.92911558,4.833159883,5.146305956,3.799199183,11.62045609,6.482954954,4.373993733,4.684573786,7.514410096,6.827887341,5.953208183,10.4442092,4.308037839,4.969252085,6.201133085,5.778562863,0.77505182,8.300991182,3.484467322,8.404706722,0.744786511
184,352,31,55,7408,3,3.11E+11,Block Group 3,G5030,S,877514,1806,41.2316888,-96.1129812,0.048701015,9.44E-05,15000US310550074083,5.522699071,4.834485284,10.12512632,8.119910455,0.529452829,9.472482908,5.12672197,9.788758799,6.538909272,0.609317246,6.271948819,4.199551045,10.3808267,11.52620172,6.696879892,3.824122641,3.122840832,7.626451033,2.396571555,6.705245429,6.347239322,4.761781812,1.447316982,4.093975903,12.12819986,10.41532935,7.269790328,5.306058146,8.612397031,6.266724762,4.57261337,5.929882876,4.931340311,4.462231689,3.992989109,0.447357865,9.755981937,4.31489722,6.265069519,2.764601154,5.408993787,3.219494142,4.477592529,2.424363337,4.589657517,4.598842248,8.014504603,3.153524418,9.331522982,1.292547689,9.606526498,5.867629755,4.262155921,9.790189907,4.213900741,7.63272903,4.979696641,5.385947988,1.274798176,2.364697847,4.026765332,4.454932328,4.650275634,4.237231595,11.85798978,6.429115524,4.702730183,4.158635608,7.204301405,6.280574341,6.166915087,10.56406186,4.40530619,4.703762756,6.746656153,5.443057583,1.301345735,7.860858949,3.009728187,8.124644006,0.447357865
185,353,31,55,7408,4,3.11E+11,Block Group 4,G5030,S,465304,3648,41.2244913,-96.1080731,0.034959148,5.04E-05,15000US310550074084,6.064117802,4.766899632,9.663240191,7.806909603,1.049641299,9.526624459,5.389053851,9.277578619,6.730462097,0.733701891,6.591328317,4.721173736,10.51117356,11.07101189,6.566639401,4.141199157,3.657899169,7.738225615,1.865475197,6.274074602,6.086457431,4.996320173,1.815107713,4.468341827,11.656101,10.54889222,7.215546889,4.771570163,8.371919142,6.505186133,4.485412286,5.414416722,5.179735624,5.019674575,4.303582603,0.93988448,9.246315517,4.719513598,6.086973399,2.562891321,5.824912233,3.034459047,4.532671713,2.957707059,4.665695671,5.15637021,7.461316664,2.671100428,9.109191153,0.741579735,9.452998458,5.320612556,4.77644297,9.279379743,4.51625086,7.890687842,4.969076077,5.931114306,0.767097788,2.453902083,4.3178854,4.4760194,4.873240145,4.150220895,11.33880662,6.093041808,4.151209041,4.676266851,7.130843891,6.655092127,5.655623995,10.10486146,4.697184339,4.57838992,6.405329747,5.989240206,0.85546073,7.97254484,3.196689705,8.014362991,0.733701891
186,354,31,55,7409,1,3.11E+11,Block Group 1,G5030,S,1615706,0,41.2273202,-96.1292351,0.064431703,0.000173513,15000US310550074091,5.247090191,5.72990911,10.73226723,8.919607851,0.70660596,10.35267898,5.900230162,10.27377341,7.359396076,1.504344878,6.979594348,4.512012297,11.22972301,12.14522471,7.584838796,3.025116171,2.853063748,8.487675362,2.871862047,7.370507453,7.182998843,5.560677191,0.750135871,4.753189904,12.71225208,11.26252526,8.166079606,5.72221683,9.461060818,5.408304253,3.742620439,6.41339468,5.718077907,4.493431269,3.187435527,0.627475939,10.24582904,3.632978358,7.139538153,2.084747824,5.983501459,4.086400393,5.363410569,2.748995909,3.694998585,4.513279384,8.293574207,3.741305879,10.1896951,1.748808442,10.49018651,6.211413925,4.603027643,10.27637622,3.400543282,8.397405488,5.874819806,5.138504976,1.408340016,3.251004615,3.203266786,5.347045921,5.458508218,3.410187565,12.31243808,7.208442673,5.024300853,4.488641871,8.099972973,6.915199433,6.66237112,11.17609337,3.582734173,5.59115513,6.171146131,5.202837296,1.283981633,8.721762037,3.854900658,9.016762101,0.627475939
187,364,31,55,7310,1,3.11E+11,Block Group 1,G5030,S,402011,1298,41.3097003,-96.0854248,0.027607077,4.34E-05,15000US310550073101,5.287194793,5.105297674,12.73472637,9.332320225,5.437425765,6.706002043,2.150100117,13.14582713,3.291231341,5.297309424,1.710601163,2.154211234,6.72274055,13.91617867,6.554377859,7.325764975,4.842469334,4.763145262,7.142782698,9.438140354,7.531768511,2.469555723,5.965833232,1.648163569,14.70796947,6.722390048,6.189606417,9.516931192,8.982102196,9.648759105,9.666580359,9.778519213,2.311063887,3.453194293,7.474620955,5.544157912,13.09122139,6.933296783,6.731132303,8.210229508,0.237335158,5.51298782,4.044737392,3.470046364,9.129918386,4.041957777,12.37483857,7.2973431,9.368847985,6.492741115,8.889713855,10.23550473,1.987886866,13.14112175,7.673325591,3.258581939,4.680562243,5.078783198,6.762653493,4.260544603,7.620813855,4.312446585,2.596108141,9.357821587,15.21154313,8.284734982,9.300277092,2.099951497,6.333603336,1.066884054,9.924320412,13.09469005,7.872164822,5.517793851,12.28669256,5.059503447,6.846346452,4.921780172,3.478539206,7.321091402,0.237335158
188,365,31,55,7310,2,3.11E+11,Block Group 2,G5030,S,318637,0,41.3131146,-96.0885018,0.028908571,3.43E-05,15000US310550073102,5.196546196,5.389084337,13.01932878,9.61201362,5.608307924,6.886480326,2.422518966,13.42871838,3.506760166,5.50814896,1.879583637,2.172021108,6.843939923,14.19991085,6.826420743,7.381397955,4.885560043,4.965800718,7.384535889,9.721930795,7.814641111,2.750884199,6.101008986,1.906562478,14.99217783,6.840857904,6.444170068,9.783639296,9.251744541,9.668572967,9.790612002,10.05237196,2.589174135,3.404699529,7.526656281,5.717780013,13.37422054,6.951861193,7.010436873,8.372743942,0.521761848,5.788169859,4.328872582,3.600739766,9.219833285,3.985910796,12.64370279,7.556146956,9.630918459,6.712335375,9.135698471,10.50054875,2.010666847,13.42404878,7.720973417,3.374691339,4.962391893,4.990934507,6.967886149,4.518781741,7.676215018,4.596824442,2.87884314,9.485495005,15.49519156,8.569269264,9.556961584,2.128801818,6.592325315,1.157323636,10.19980879,13.37910106,7.917148621,5.802407513,12.45781139,4.967768332,7.045383997,5.117188097,3.746425872,7.574029978,0.521761848
189,366,31,55,7310,3,3.11E+11,Block Group 3,G5030,S,1273628,8809,41.30974,-96.095796,0.076684869,0.0001379,15000US310550073103,4.767955527,5.460105346,13.05587017,9.721925159,5.278520325,7.24266982,2.596760862,13.40598791,3.816840133,5.241577027,2.248308958,1.735883448,7.252627778,14.26152643,6.985469954,6.952823934,4.453452398,5.293968592,7.180949445,9.716719314,7.894831906,2.867515579,5.72907248,1.799886184,15.04293048,7.251299063,6.667524505,9.657819964,9.419293373,9.228057779,9.404690928,9.960641169,2.731647285,2.962342421,7.096512577,5.391382112,13.35303536,6.51150009,7.126427413,8.027717206,0.69033392,5.712321705,4.396642957,3.231762639,8.808626856,3.545225656,12.52473873,7.403436712,9.827777931,6.459416178,9.380225396,10.36703381,1.577040103,13.40181758,7.289028084,3.785367835,5.061048597,4.561021936,6.687376143,4.374411084,7.247416347,4.65664592,2.97950545,9.102980936,15.48331848,8.613497283,9.393867217,1.696964441,6.802887545,1.576132374,10.1173588,13.4244104,7.4841481,5.847324854,12.12053574,4.539599676,6.754148448,5.455225543,3.644787591,7.800972099,0.69033392
190,367,31,55,7311,2,3.11E+11,Block Group 2,G5030,S,715372,0,41.3103017,-96.0761061,0.035722084,7.69E-05,15000US310550073112,5.766624484,4.851992676,12.49563876,9.027659015,5.660418119,6.227689764,1.824732863,12.96639662,2.835201354,5.435547051,1.226772929,2.589193094,6.239711381,13.65163125,6.210418661,7.706956992,5.241626126,4.296473924,7.186954113,9.246765764,7.259037847,2.200839855,6.247800099,1.698723359,14.45319157,6.239884068,5.792024057,9.458097287,8.626712861,10.06199173,9.957751889,9.680067046,2.017196476,3.919564977,7.859338322,5.761464256,12.91024723,7.350232871,6.426297765,8.440198185,0.438194717,5.416389814,3.803657322,3.772838322,9.468896774,4.510559813,12.30173232,7.278732222,8.988836832,6.603583135,8.473718623,10.183641,2.421236864,12.96117607,8.062247303,2.778214363,4.401908531,5.557564669,6.908254248,4.258556954,8.001808186,4.077107308,2.342334314,9.64389777,15.01867685,8.045581375,9.285980242,2.527597993,5.946065512,0.62282356,9.81510601,12.84662836,8.263502513,5.288938791,12.49488625,5.539311338,7.005954732,4.450417559,3.439379715,6.919318041,0.438194717
191,368,31,55,7312,1,3.11E+11,Block Group 1,G5030,S,2592851,7760,41.3142407,-96.0592413,0.067383195,0.000279656,15000US310550073121,6.680647303,4.671960248,12.27172311,8.675106285,6.309503163,5.391583201,1.670767275,12.865406,2.137025175,5.964173696,0.444389924,3.491731681,5.331543095,13.368717,5.788723417,8.547662392,6.106933855,3.524088266,7.542638219,9.140486865,6.994673201,2.135603071,6.971974358,2.262079745,14.1892025,5.330304455,5.232618676,9.610638953,8.154869322,10.93455633,10.67931625,9.756079444,1.91509061,4.834750233,8.703706087,6.401588534,12.80631277,8.22888418,6.097520042,9.080079756,1.3413386,5.546412481,3.685769102,4.54533447,10.25528505,5.42613155,12.41226931,7.523908255,8.452432434,7.075157676,7.842606453,10.34452076,3.323523752,12.85915312,8.910936872,1.865136454,4.175959348,6.472006378,7.431390275,4.587595773,8.841749523,3.961234286,2.295624903,10.35924882,14.88363376,7.847799096,9.521382087,3.426062354,5.412914664,0.386150386,9.86944918,12.60213919,9.114545818,5.152886301,13.088258,6.453046277,7.549804633,3.655798485,3.735290994,6.337374273,0.386150386
192,369,31,55,7313,2,3.11E+11,Block Group 2,G5030,S,965870,0,41.3166605,-96.0393913,0.043494966,0.000103866,15000US310550073132,7.720616051,4.535577462,11.95302734,8.238572631,7.026650352,4.411358283,1.932083755,12.68335467,1.491661005,6.56084636,0.806719756,4.501493406,4.28867369,12.9765358,5.318706673,9.463728774,7.061003619,2.652094592,7.928093254,8.984293967,6.687577837,2.37874412,7.762510623,3.036884989,13.81459036,4.287539497,4.603436556,9.743560604,7.583730352,11.88788353,11.44623055,9.800880453,2.166529897,5.864207802,9.623906564,7.108142229,12.62126428,9.19452681,5.733256197,9.761849187,2.367993659,5.729339736,3.68068311,5.411987314,11.10031553,6.456923911,12.4739996,7.788275442,7.801918255,7.593181859,7.085776684,10.47951335,4.333651878,12.67596259,9.836056709,0.824530467,4.010123849,7.511453422,8.000140966,5.016263779,9.75607353,3.939404907,2.529144208,11.12019124,14.65231909,7.603758643,9.74847051,4.431133691,4.81273187,1.404611413,9.888458122,12.25793181,10.04219036,5.048097526,13.69701642,7.493321408,8.139534989,2.748081299,4.170941244,5.657592464,0.806719756
193,370,31,55,7313,3,3.11E+11,Block Group 3,G5030,S,2028948,6830,41.3239256,-96.0286069,0.065033353,0.000218945,15000US310550073133,8.387280749,4.971225657,12.19696723,8.41668589,7.766078543,4.025869483,2.623331046,13.0179759,1.771009127,7.276826998,1.55316068,5.213869411,3.679251988,13.1622502,5.509227714,10.21154603,7.800561146,2.519240661,8.573922822,9.353203123,6.97773164,3.046362986,8.51065389,3.787659638,14.01073422,3.6702956,4.671975196,10.27114335,7.656168375,12.62879104,12.19029747,10.2823696,2.844892798,6.555997493,10.37118315,7.84574212,12.95414803,9.931185388,5.996715743,10.49194752,3.064918482,6.307422933,4.207923054,6.162783569,11.85128337,7.146389099,12.95471609,8.386299877,7.799097896,8.284834021,6.981263409,11.00519127,5.045682401,13.00986708,10.58262528,0.374708754,4.44224853,8.180235755,8.705309597,5.693266956,10.50416382,4.451330092,3.18839473,11.86353349,14.94816801,7.92684111,10.32123285,5.146797028,4.903034852,2.043393567,10.3554611,12.48213666,10.78838212,5.491316922,14.40603761,8.158897409,8.850038279,2.552107747,4.857711331,5.653711868,0.374708754
194,371,31,55,7405,1,3.11E+11,Block Group 1,G5030,S,638665,0,41.2752048,-96.1317907,0.040412243,6.86E-05,15000US310550074051,2.935510267,5.825377727,12.63694981,9.943205042,2.772364764,9.28454576,4.235476552,12.57423909,5.833001014,3.249981724,4.776671771,1.331525224,9.698759992,13.9799046,7.729091658,3.940921185,1.479033145,7.261600072,5.426779839,9.153793206,8.037128638,4.14377122,2.886648071,2.719285728,14.667476,9.712559433,7.856039862,8.27586853,10.04998778,6.307719576,6.444559055,8.794864785,4.179557213,1.350503409,4.090840576,2.899683804,12.53324024,3.612741963,7.574881063,5.277396614,3.334934063,5.059184288,4.949806116,0.878155809,5.784387572,1.669523905,11.0767675,5.990902146,10.63931435,4.414888997,10.54228357,8.899258952,1.469871536,12.57355482,4.292065259,6.379687279,5.667174082,2.740533855,4.421382808,3.540979327,4.235968908,5.102846489,4.136047888,6.157006695,14.67291229,8.45781325,7.772285441,1.346447147,7.897208032,4.392365051,9.00675859,13.0542422,4.492966399,5.983930976,9.356229185,2.770907371,4.406530719,7.472960229,3.372319498,8.928727846,0.878155809
195,372,31,55,7405,2,3.11E+11,Block Group 2,G5030,S,1912320,32206,41.2702025,-96.1233993,0.067662323,0.000208956,15000US310550074052,3.471994638,5.316138884,12.08121258,9.40328005,2.377859941,8.938265845,3.92548715,12.02565082,5.528679493,2.746004038,4.606246946,1.53588034,9.432294943,13.42423165,7.232785549,4.052485372,1.737985592,6.923224257,4.91922811,8.598111451,7.498933418,3.7833479,2.660098684,2.437779676,14.11175183,9.449670827,7.402423097,7.748476582,9.533179489,6.503722322,6.322074048,8.255247723,3.842842511,1.892130497,4.213192082,2.503039775,11.98423655,3.859109705,7.056823389,5.011247581,3.276528282,4.505196442,4.471527512,0.328147922,5.770616385,2.224397236,10.56165845,5.456541636,10.13386994,3.937319105,10.06876649,8.380539299,1.632439364,12.024853,4.426851721,6.186122006,5.180707241,3.2811012,3.987182119,2.99046479,4.344834397,4.611248663,3.758817526,6.02055296,14.12507825,7.907336689,7.263881543,1.515475737,7.433007112,4.310514712,8.46479819,12.49844527,4.634030102,5.457000302,9.108298218,3.314263677,3.991822071,7.14043681,2.861143198,8.460315308,0.328147922
196,373,31,55,7405,3,3.11E+11,Block Group 3,G5030,S,3757597,103362,41.2572315,-96.133503,0.085961826,0.000414812,15000US310550074053,3.521329181,5.702037264,11.96405304,9.568523558,1.604279031,9.697218993,4.780004885,11.7549936,6.369875273,2.306495356,5.578270577,2.52161708,10.29728265,13.34064905,7.644624292,3.128507292,1.231285263,7.706162039,4.433321154,8.492794528,7.693085539,4.572538382,1.651197899,3.356000684,13.98665746,10.31865391,7.949417375,7.334049913,9.838064943,5.639837596,5.285191934,7.91840686,4.664762507,2.436197493,3.297063576,1.730119772,11.71860869,3.109699856,7.376421559,4.035517435,4.304000231,4.566954932,4.989418817,0.966134831,4.749794582,2.538505456,10.07160295,5.108519241,10.48693245,3.351784244,10.53874273,7.916361131,2.637058753,11.75552137,3.519830535,7.133035356,5.65672333,3.36815369,3.273655907,3.174620272,3.413553628,5.081264841,4.522048928,4.985205367,13.84016619,7.977632469,6.758665801,2.515866765,7.949816648,5.327174798,8.145543953,12.39369966,3.730328918,5.75253392,8.120727707,3.420375152,3.232173247,7.930533367,3.318653676,8.95615174,0.966134831
197,374,31,55,7406,1,3.11E+11,Block Group 1,G5030,S,641325,0,41.2380228,-96.1239253,0.033155586,6.89E-05,15000US310550074061,4.819059504,5.283324281,10.83558553,8.753936353,0.195909722,9.756723392,5.176217905,10.50533351,6.670310868,1.190797445,6.218475361,3.752745118,10.5683494,12.23430973,7.188428523,3.250566143,2.413096345,7.851647186,3.106153516,7.406530401,6.949082657,4.85787463,0.91524931,3.981859932,12.84113548,10.59862419,7.68418781,6.014809579,9.191317126,5.751628682,4.468754427,6.645615852,5.004509171,3.8507925,3.423903181,0.316117863,10.47270647,3.65353229,6.801501666,2.873211288,5.196120288,3.792562465,4.804926908,1.976596923,4.280600349,3.941438318,8.700582798,3.870095988,9.893848322,1.986529502,10.10763959,6.565169502,3.83684015,10.50680429,3.650612781,7.661306699,5.369854592,4.687194218,1.858691276,2.723008487,3.477968159,4.819712851,4.764779602,4.141051718,12.57328301,7.081921979,5.393330698,3.724728302,7.638460262,6.134360152,6.883308654,11.27363214,3.850709716,5.207279225,6.958707453,4.745870668,1.817312048,8.084570634,3.220215595,8.590175369,0.195909722
198,375,31,55,7406,2,3.11E+11,Block Group 2,G5030,S,609447,0,41.2370203,-96.1334802,0.03584026,6.55E-05,15000US310550074062,4.568808707,5.783746967,11.23452651,9.229556914,0.622816665,10.23114476,5.586574596,10.84975728,7.104868623,1.666792152,6.579451892,3.88076182,11.01533076,12.63933519,7.689273351,2.751910621,2.163762815,8.312828309,3.432371474,7.826476042,7.43563471,5.286906886,0.430864657,4.330590615,13.23122539,11.04422929,8.181620975,6.324168503,9.683962612,5.250807301,4.101905542,6.985696495,5.42463657,3.793344411,2.92483446,0.679227932,10.81929966,3.189902203,7.299857536,2.661238061,5.477972884,4.283846316,5.293382092,2.158015361,3.825327581,3.808403449,8.948775816,4.246803942,10.38954645,2.296727344,10.60841604,6.842586475,3.982342003,10.85176019,3.151074752,8.05404269,5.866020466,4.453458064,2.054279703,3.220075788,2.977350132,5.313498983,5.200512184,3.781553521,12.90473671,7.547731383,5.659923026,3.864659451,8.137542117,6.448322851,7.229008844,11.67501118,3.350549223,5.707555617,6.758409684,4.516418042,1.95948011,8.545032187,3.691673548,9.090745179,0.430864657
199,383,31,55,7406,3,3.11E+11,Block Group 3,G5030,S,721286,0,41.2442128,-96.1339371,0.036956821,7.75E-05,15000US310550074063,4.158082778,5.739080821,11.50006905,9.350411845,0.86526389,10.04349174,5.289953967,11.17826944,6.839162825,1.820419008,6.221538173,3.398627935,10.76430698,12.89626691,7.667530117,2.790540346,1.748060215,8.095281105,3.776625371,8.06291024,7.521561553,5.019393023,0.791550826,3.970919769,13.50812103,10.79060275,8.095014302,6.684044839,9.739343567,5.328343325,4.496456316,7.318363188,5.142730136,3.301804405,2.965949932,0.972975612,11.14564236,3.067070619,7.319961823,3.144054602,5.059390006,4.358512386,5.166561915,1.708766365,4.106193788,3.336149656,9.354014266,4.541805802,10.42614434,2.652063867,10.58580678,7.22728899,3.504875862,11.17974235,3.195665272,7.727134076,5.77663817,4.031587909,2.478818638,3.156724442,3.045132659,5.212001626,4.944475523,4.184203372,13.24581356,7.69677972,6.051616585,3.385887107,8.066534945,6.049698293,7.55622619,11.93716522,3.403191682,5.707771997,7.236656461,4.09190252,2.406852501,8.325389335,3.522245348,9.041494446,0.791550826
